MINS_ELAPSED,pH,pH_MIN,pH_MAX,M_BUTENEDIAL,M_BUTENEDIAL_MIN,M_BUTENEDIAL_MAX,M_C4H5NO,M_C4H5NO_MIN,M_C4H5NO_MAX,M_DIMER,M_DIMER_MIN,M_DIMER_MAX,M_BD_OH,M_BD_OH_MIN,M_BD_OH_MAX,M_NH
15.6,8.451516874024176,8.409556661900995,8.503538198212668,0.3953796585587338,0.3587354734861412,0.42121315179292224,2.7196333705441354e-13,-1.9610215414772063e-08,2.4763208570332008e-08,0.08001062903507908,0.07457922414351689,0.09079254939560924,0.021535662819020703,0.02031280998991761,0.022241178778732988,-0.18600129382221867
15.7,8.451256776551004,8.40945586033919,8.502985277260164,0.3944750653885148,0.35777412258594765,0.4204071549737942,2.576196981173004e-13,-2.191319216243394e-08,2.310337690849291e-08,0.079898017638826,0.07445710840812776,0.0906818721366304,0.02163505820549865,0.02040402561638873,0.02234720051801606,-0.18690588699243768
15.8,8.450999226807463,8.409355895449053,8.502438790528597,0.3935783134038869,0.3568166145862372,0.419603848543462,2.320550692016163e-13,-1.7660638924338133e-08,2.4072807930090485e-08,0.07978902585115374,0.07433539192397297,0.09057146435302088,0.02173443089479353,0.020494957112084256,0.022452955962179038,-0.1878026389770656
15.9,8.450744186214612,8.40925675685684,8.501898626357205,0.3926771787884553,0.3558629283257897,0.41880321843788976,2.0971390631976227e-13,-2.2381617100760133e-08,2.471394951567029e-08,0.07967905369337727,0.0742140727392915,0.09046132506057177,0.02183329249977469,0.0205856061793245,0.022558446660787417,-0.18870377359249715
16.0,8.450491620779857,8.409158434359599,8.501364675654083,0.39178770175256494,0.354913042897789,0.4180052511899057,1.3879126221925327e-13,-2.7715227519775998e-08,2.876591312487945e-08,0.0795682242107872,0.07409314891600997,0.09035145328044802,0.021932147556158882,0.02067597449870649,0.022663674134180373,-0.18959325062838753
16.1,8.45024149292193,8.409060917921668,8.500836831822719,0.3908906024565166,0.3539669375756569,0.4172099345577711,1.6092758519487884e-13,-2.4520593276323817e-08,1.9380845752356432e-08,0.07945336126297049,0.07397261851503466,0.0902418480468328,0.022030789668918308,0.0207660637682808,0.022768639873470664,-0.1904903499244359
16.2,8.44999376695267,8.408964197671258,8.50031499069106,0.3899978693753924,0.3530245917856846,0.4164172543802683,1.913018386893127e-13,-2.3513827563434963e-08,2.0490384752634275e-08,0.07934639049054326,0.07385247960842407,0.09013250839792693,0.022128952548398428,0.020855875663818614,0.0228733453405447,-0.1913830830055601
16.3,8.449748410498817,8.408868263897126,8.49979905044297,0.389114263200192,0.3520859851070331,0.4156271971842929,2.596004940137529e-13,-1.883392126102613e-08,2.731040254001047e-08,0.07923701536778717,0.07373273030659909,0.09002343337491713,0.022226995288341617,0.020945411824327177,0.022977792082563543,-0.19226668918076048
16.400000000000002,8.44950538829952,8.408773107045324,8.499288911552002,0.3882524737326064,0.3511510972717329,0.41483975081964186,2.1973648594267323e-13,-2.20085522434104e-08,2.3812594253773423e-08,0.07912654078138227,0.07361336871908533,0.08991462202462489,0.022324334272364632,0.021034673869234237,0.023081981466243257,-0.19312847864834606
16.5,8.44926466841204,8.408678717716022,8.498784476717395,0.3873725152404409,0.3502198923030101,0.4140549020796133,1.9525655178770974e-13,-2.5226615540931755e-08,2.0240126490873253e-08,0.07901730813440994,0.07349439296877337,0.08980607339950647,0.0224216481248442,0.02112366339838809,0.02318591487531455,-0.19400843714051155
16.6,8.44902621584396,8.408585086660418,8.498285650802206,0.3865027619554645,0.3492923894147025,0.4132726375499849,1.5964154656667315e-13,-2.2890108825809236e-08,1.9127787206768785e-08,0.07891050065548802,0.07337580118252389,0.08969778655765283,0.022518752817337076,0.02121238199205764,0.023289593673164213,-0.19487819042548796
16.7,8.44879000078251,8.408492204777717,8.49779234077349,0.38562997907621294,0.3483685428205912,0.4124929448818339,1.865803132304782e-13,-2.56105859890206e-08,2.30485729873402e-08,0.07880202055689914,0.07325759148948535,0.08958976056278972,0.02261560040444683,0.021300831210932267,0.023393019195507382,-0.19575097330473953
16.8,8.448555992216498,8.408400063112179,8.497304455644455,0.3847755320246812,0.3474483338188704,0.41171581123811696,1.3633613036346498e-13,-2.1223048410685502e-08,2.9882261515985416e-08,0.07869225804194087,0.07313976206005754,0.08948199448487155,0.02271261170763545,0.021389014287211003,0.02349619275038753,-0.1966054203562713
16.900000000000002,8.448324157366926,8.408308652850241,8.49682190641852,0.3838942202282288,0.3465317437077341,0.4109412240210357,1.4501569908309795e-13,-2.2347387445379105e-08,2.2525164482643503e-08,0.07858485565999096,0.07302231106355278,0.08937448740030146,0.02280884038508832,0.021476928646839668,0.023599115974103604,-0.1974867321527237
17.0,8.448094468557793,8.40821796531771,8.496344606035194,0.3830380940644846,0.3456187537853765,0.4101691702351935,1.9291498757973762e-13,-2.2920960097910303e-08,2.520452580991922e-08,0.07847571095533568,0.07290523668118985,0.08926723839043378,0.02290488433588034,0.02156457858214327,0.023701790227384226,-0.1983428583164679
17.1,8.44786689407969,8.408127991977016,8.495872469317709,0.38217749972197823,0.3446852769702363,0.4093996392269019,1.4065929745243187e-13,-2.0427460570440932e-08,2.460990982433853e-08,0.07837144042098926,0.0727885371059184,0.08916024654232207,0.023000490007703697,0.02165196550539515,0.023804216666510145,-0.19920345265897424
17.2,8.447641405293545,8.408038724424536,8.495405412922345,0.3813132749450041,0.3437532675375388,0.4086326175669076,1.257830162760117e-13,-2.407095217242727e-08,2.6436229976708245e-08,0.07826650368741515,0.07267221054224307,0.08905351094873569,0.02309588188325468,0.021739090828868653,0.023906396574972264,-0.20006767743594836
17.3,8.447417974269719,8.407950154387969,8.494943355289395,0.3804579991051613,0.3428248511265948,0.40786809254139417,1.1719085311393996e-13,-2.1470737933325292e-08,2.2814232041555135e-08,0.07815811662270887,0.07255625520381821,0.08894703070815972,0.02319098063337195,0.021825955964837128,0.024008331216040287,-0.20092295327579116
17.400000000000002,8.447196571061015,8.407862273723788,8.494486216595671,0.3796097479415653,0.3419000093048608,0.4071060518366697,8.479413208376536e-14,-2.4768843582940682e-08,1.816126255786901e-08,0.0780508494406773,0.07244066931296789,0.08884080492479503,0.023285869044665463,0.021912361544940192,0.02411002183276269,-0.20177120443938715
17.5,8.446977172301532,8.40777507441475,8.494033918708537,0.37876842544276906,0.3409787238211925,0.40634648325395817,1.1938290351638692e-13,-3.0643250537414194e-08,2.1470151482659227e-08,0.07794468465069936,0.07232545110974163,0.08873483270210482,0.02338068487614971,0.02199844735926007,0.024211469796692437,-0.2026125269381834
17.6,8.446759747869718,8.40768854856744,8.493586385141397,0.3779241675140707,0.34006097660584444,0.4055893747093991,1.0483023580878557e-13,-2.3667666025216717e-08,1.8305203660189254e-08,0.07783806879813812,0.0722105988417253,0.08862911309951116,0.023475022753927814,0.022084275088151868,0.02431267658747684,-0.20345678486688176
17.7,8.446544272100063,8.40760268840991,8.49314354101056,0.3770872804128033,0.3391467497704704,0.404834714234048,1.1470978887292322e-13,-2.588229080523256e-08,1.814757499531632e-08,0.0777337232578858,0.07209611076698191,0.0885236451990344,0.02356936438030403,0.022169846125511598,0.024413643257238,-0.20429367196814915
17.8,8.446330716706134,8.407517486289327,8.492705312993492,0.3762571387154501,0.3382360255931445,0.4040824901029669,9.471872288238157e-14,-2.266081732243421e-08,2.096596376789696e-08,0.0776285780328827,0.0719819851538635,0.08841842809154707,0.023663516023644,0.022255161954891675,0.024514371034809388,-0.2051238136655024
17.900000000000006,8.446119059696956,8.40743293466973,8.492271629288316,0.375417408121124,0.3373287858399623,0.40333269052621,1.461868830001336e-13,-2.4324136081416936e-08,2.234075855015709e-08,0.07752315971435582,0.07186822028082329,0.08831346086919878,0.023757577059312425,0.022340224016563628,0.02461486113471208,-0.20596354425982846
