SECONDS,MZ150,MZ168,MZ84,MZ85,MZ149
13.755083,69,46,4012,1215,181
13.760417,73,54,4066,1169,203
13.76575,80,55,4098,1206,177
13.771083,75,51,4120,1223,182
13.776417,72,67,4079,1202,194
13.78175,62,57,4101,1204,178
13.787083,68,43,4029,1236,170
13.792375,79,56,4006,1191,199
13.797708,77,45,4127,1162,187
13.803042,70,61,3885,1217,184
13.808375,57,62,3885,1250,173
13.813708,59,57,3955,1177,173
13.819042,60,57,4267,1199,149
13.824375,60,43,4250,1190,172
13.829667,69,58,4160,1244,181
13.835,67,51,4152,1252,166
13.840333,56,49,4105,1179,160
13.845667,71,54,4049,1170,152
13.851,55,51,4105,1212,179
13.856333,73,58,4211,1188,157
13.861667,72,44,4072,1164,163
13.866958,65,47,4163,1221,184
13.872292,70,59,4087,1166,175
13.877625,77,51,4137,1165,168
13.882958,76,48,4060,1176,151
13.888292,72,41,4209,1160,169
13.893625,79,51,4216,1103,176
13.898958,62,44,4094,1133,169
13.904292,68,56,4106,1233,200
13.909625,58,52,4133,1183,180
13.914917,75,61,4136,1146,178
13.92025,68,58,4174,1161,182
13.925583,78,52,4190,1162,174
13.930917,68,51,4145,1119,170
13.93625,81,55,4041,1163,169
13.941583,68,71,4075,1140,175
13.946917,73,46,4046,1133,184
13.952208,67,49,4049,1105,189
13.957542,81,45,4144,1186,197
13.962875,72,48,4055,1126,184
13.968208,70,52,3994,1091,164
13.973542,68,55,4210,1109,163
13.978875,68,53,4194,1140,166
13.984208,75,50,4239,1125,194
13.9895,69,57,4198,1177,184
13.994833,64,60,4168,1073,150
14.000167,62,52,3983,1118,196
14.0055,63,51,4071,1083,198
14.010833,69,57,4106,1150,173
14.016167,49,62,4124,1129,175
14.0215,59,60,4012,1089,178
14.026792,70,42,4133,1119,167
14.032125,75,57,4152,1084,162
14.037458,69,49,4185,1148,180
14.042792,61,60,4218,1109,162
14.048125,53,54,4084,1061,164
14.053458,64,61,4134,1103,178
14.058792,70,59,4049,1067,169
14.064125,64,53,3995,1050,172
14.069458,65,62,4039,1088,197
14.07475,80,63,4046,1084,202
14.080083,77,58,4052,1158,192
14.085417,76,54,4165,1103,181
14.09075,73,57,4257,1109,170
14.096083,71,53,4050,1113,189
14.101417,83,53,4323,1103,179
14.10675,71,48,4245,1159,165
14.112042,71,48,4211,1034,195
14.117375,79,54,4079,1065,173
14.122708,72,43,4160,1151,175
14.128042,74,65,4192,1105,170
14.133375,85,53,4207,1102,175
14.138708,72,67,4105,1117,176
14.144042,82,41,4247,1102,182
14.149375,71,64,4215,1151,189
14.154667,64,48,4289,1161,165
14.16,83,57,4295,1130,167
14.165333,71,62,4334,1096,160
14.170667,75,60,4221,1127,163
14.176,67,61,4181,1090,188
14.181333,77,61,4178,1077,185
14.186667,83,56,4384,1083,174
14.191958,74,60,4253,1063,191
14.197292,78,57,4273,1100,191
14.202625,75,60,4219,1033,175
14.207958,80,53,4208,1076,170
14.213292,63,69,4212,1060,180
14.218625,82,54,4253,1059,152
14.223958,87,59,4229,1039,173
14.229292,74,62,4228,1080,150
14.234583,79,56,4086,1021,196
14.239917,66,57,4132,1024,170
14.24525,80,72,4052,1090,192
14.250583,68,63,4130,1036,188
14.255917,68,59,4259,1016,202
14.26125,74,59,4168,1082,180
14.266583,75,52,4104,1068,197
14.271917,63,60,4194,1056,166
14.277208,75,53,4287,1067,174
14.282542,71,58,4268,990,168
14.287875,71,49,4154,1039,167
14.293208,66,48,4191,994,195
14.298542,66,52,4142,1037,179
14.303875,76,57,4093,977,177
14.309208,82,62,4270,947,177
14.3145,80,53,4236,1042,196
14.319833,75,48,4054,1004,185
14.325167,76,57,4115,939,195
14.3305,72,60,4166,1003,171
14.335833,62,57,4146,988,177
14.341167,79,57,4039,933,175
14.3465,71,47,4204,1088,173
14.351792,67,61,4212,999,206
14.357125,68,51,4156,998,197
14.362458,73,44,4151,968,176
14.367792,66,53,4185,1061,167
14.373125,70,50,4181,987,170
14.378458,69,51,4332,1055,160
14.383792,71,50,4317,1018,180
14.389125,61,68,4276,940,175
14.394417,56,47,4136,997,173
14.39975,60,43,4165,996,164
14.405083,56,50,4167,1005,185
14.410417,67,48,4147,957,161
14.41575,68,55,4162,927,185
14.421083,78,56,4111,1013,174
14.426417,68,46,4234,1039,168
14.43175,64,41,4387,948,176
14.437042,80,41,4212,980,172
14.442375,68,54,4290,962,164
14.447708,71,52,4334,1008,182
14.453042,68,65,4174,998,188
14.458375,68,52,4269,958,173
14.463708,66,64,4321,945,173
14.469042,71,49,4159,992,157
14.474333,71,41,4281,948,183
14.479667,61,46,4324,991,160
14.485,55,57,4118,999,167
14.490333,78,57,4166,989,166
14.495667,70,48,4159,970,163
14.501,66,55,4299,971,149
14.506333,73,45,4182,920,158
14.511625,59,47,4236,973,173
14.516958,72,36,4221,959,165
14.522292,65,52,4198,975,174
14.527625,62,45,4243,901,168
14.532958,55,53,4173,1016,182
14.538292,60,51,4055,986,178
14.543625,64,43,4322,955,162
14.548958,67,36,4278,968,158
14.55425,64,57,4134,915,170
14.559583,72,47,4275,965,157
14.564917,65,52,4141,904,174
14.57025,68,55,4134,993,152
14.575583,63,52,4275,928,174
14.580917,66,44,4303,947,181
14.58625,84,46,4186,920,175
14.591583,62,51,4123,924,191
14.596875,62,61,4049,880,201
14.602208,64,60,4163,879,178
14.607542,66,53,4234,822,177
14.612875,72,42,4234,922,173
14.618208,86,56,4132,885,179
14.623542,69,63,4058,925,178
14.628875,69,55,4206,888,157
14.634167,63,52,4035,879,160
14.6395,68,49,4193,912,177
14.644833,60,52,4223,863,169
14.650167,63,44,4206,917,173
14.6555,66,57,4380,891,181
14.660833,75,40,4183,954,151
14.666167,60,53,4088,907,155
14.671458,50,40,4304,937,173
14.676792,67,56,4336,920,181
14.682125,68,50,4248,919,166
14.687458,66,43,4332,967,184
14.692792,66,48,4226,875,159
14.698125,56,42,4295,939,169
14.703458,61,45,4327,936,204
14.708792,67,43,4206,913,185
14.714083,70,55,4122,900,170
14.719417,69,55,4174,912,167
14.72475,66,46,4086,909,191
14.730083,77,54,4084,921,186
14.735417,78,46,4156,880,219
14.74075,76,55,4012,867,192
14.746083,64,48,4208,791,188
14.751417,75,57,4194,896,183
14.756708,60,40,4179,855,197
14.762042,59,49,3998,867,185
14.767375,73,54,4259,936,182
14.772708,69,53,4173,868,194
14.778042,54,53,4044,875,179
14.783375,64,47,4237,906,175
14.788708,67,54,4157,878,168
14.794,67,51,4239,881,170
14.799333,71,58,4172,892,155
14.804667,65,50,4194,898,181
14.81,74,50,4038,805,167
14.815333,59,44,4087,890,150
14.820667,63,48,4265,853,175
14.826,56,57,4106,872,150
14.831292,54,58,4073,850,173
14.836625,66,53,4222,848,170
14.841958,72,56,4158,880,171
14.847292,75,52,4227,852,179
14.852625,79,54,4091,834,181
14.857958,75,48,4059,793,197
14.863292,72,61,4194,881,170
14.868625,75,58,4140,860,188
14.873917,70,52,4059,829,162
14.87925,66,59,4101,835,163
14.884583,61,43,4141,868,166
14.889917,56,55,4285,812,163
14.89525,80,59,4296,844,156
14.900583,62,45,4143,837,169
14.905917,73,55,4188,835,175
14.91125,61,55,4147,855,164
14.916542,74,66,4132,852,203
14.921875,64,49,4033,851,196
14.927208,61,58,4043,863,170
14.932542,68,42,4028,787,180
14.937875,62,40,4097,832,178
14.943208,75,50,4190,882,178
14.948542,76,57,4068,819,170
14.953833,77,52,4128,871,197
14.959167,76,57,4094,860,176
14.9645,63,45,4072,855,170
14.969833,65,61,4118,770,172
14.975167,72,61,4090,803,167
14.9805,69,64,4207,853,174
14.985833,65,62,4016,876,183
14.991167,71,47,4314,915,179
14.996458,76,59,4182,865,145
15.001792,75,56,4143,870,165
15.007125,82,52,4302,835,161
15.012458,64,50,4223,807,157
15.017792,68,48,3997,810,164
15.023125,53,57,4137,739,163
15.028458,66,56,4075,818,167
15.03375,80,49,4090,811,168
15.039083,71,56,4028,795,162
15.044417,65,58,4123,864,164
15.04975,64,48,4051,893,146
15.055083,67,60,4106,850,165
15.060417,64,50,4049,835,159
15.06575,69,47,4015,809,160
15.071083,70,58,4130,812,186
15.076375,68,62,4076,807,175
15.081708,73,45,4007,774,156
15.087042,62,53,4068,792,184
15.092375,71,55,3991,823,193
15.097708,81,71,3997,822,206
15.103042,92,48,4103,772,188
15.108375,73,53,4080,826,184
15.113708,66,42,4135,807,211
15.119,78,54,3961,787,176
15.124333,73,52,4211,775,192
15.129667,72,61,4101,814,178
15.135,66,48,4071,744,176
15.140333,76,59,3978,808,170
15.145667,74,56,4036,774,163
15.151,75,58,4181,798,150
15.156292,58,51,4177,798,171
15.161625,76,43,4127,798,173
15.166958,62,33,4111,750,159
15.172292,55,49,4034,779,164
15.177625,72,45,4004,829,158
15.182958,64,50,4132,769,187
15.188292,70,56,4036,795,159
15.193583,62,53,4066,820,159
15.198917,53,50,3833,748,182
15.20425,64,44,4059,789,181
15.209583,69,54,4165,783,200
15.214917,71,42,4063,761,168
15.22025,75,49,3989,778,174
15.225583,63,54,3944,785,170
15.230917,76,47,4084,736,204
15.23625,60,52,3962,732,184
15.241542,76,46,4034,774,169
15.246875,74,53,4030,761,166
15.252208,71,51,4043,748,165
15.257542,67,43,3870,774,183
15.262875,65,44,4093,769,194
15.268208,67,52,3948,752,170
15.273542,58,48,4065,742,178
15.278833,68,47,4042,749,188
15.284167,58,46,3988,728,181
15.2895,67,50,4110,781,185
15.294833,75,41,4022,776,185
15.300167,62,36,4063,773,190
15.3055,65,56,3954,692,192
15.310833,61,53,3968,741,189
15.316125,82,41,3907,769,165
15.321458,58,33,3888,732,182
15.326792,63,53,3972,770,169
15.332125,62,51,3999,781,202
15.337458,73,59,3974,721,184
15.342792,66,56,3981,701,217
15.348125,63,48,3994,729,191
15.353417,71,41,4062,717,189
15.35875,76,48,4028,799,173
15.364083,71,44,4040,745,188
15.369417,69,44,3976,720,198
15.37475,70,50,3859,714,171
15.380083,71,54,3929,720,189
15.385417,62,49,3980,791,188
15.39075,72,50,4002,730,175
15.396083,64,63,4096,748,188
15.401375,73,60,3976,689,168
15.406708,76,63,3979,739,182
15.412042,75,55,3865,785,179
15.417375,67,62,3998,746,192
15.422708,76,47,4078,729,217
15.428042,81,58,3946,707,198
15.433375,73,49,3967,698,186
15.438667,68,56,3899,720,177
15.444,76,51,3931,744,173
15.449333,81,57,3877,734,162
15.454667,74,53,3893,702,177
15.46,70,64,3845,716,184
15.465333,75,53,3900,722,187
15.470667,81,58,3863,718,185
15.475958,61,64,3908,756,189
15.481292,71,64,3818,720,205
15.486625,64,53,3861,710,192
15.491958,64,48,4040,699,189
15.497292,60,52,3959,692,191
15.502625,72,65,3847,708,213
15.507958,58,42,3807,740,183
15.513292,83,50,3982,740,214
15.518583,60,44,3967,734,181
15.523917,71,44,3804,748,163
15.52925,79,57,3891,731,184
15.534583,61,58,3923,642,175
15.539917,65,43,3940,713,163
15.54525,70,71,3912,723,196
15.550583,72,54,3883,703,174
15.555917,69,54,3813,703,170
15.561208,67,65,3920,707,183
15.566542,76,48,4074,742,184
15.571875,77,52,3909,701,193
15.577208,68,55,3968,681,195
15.582542,61,53,3919,730,179
15.587875,68,61,3757,715,178
15.593208,78,49,3874,713,179
15.5985,75,62,3924,712,182
15.603833,76,43,3815,703,195
15.609167,75,57,3835,698,179
15.6145,75,45,3996,739,204
15.619833,82,49,3846,731,194
15.625167,74,65,3930,712,197
15.6305,79,61,3890,734,205
15.635792,72,45,3867,684,169
15.641125,79,46,3756,697,186
15.646458,69,51,3794,685,192
15.651792,57,45,3938,705,165
15.657125,59,54,3793,701,187
15.662458,64,79,3804,702,192
15.667792,68,52,3804,704,193
15.673125,70,41,3769,723,175
15.678417,92,56,3737,684,194
15.68375,71,56,3961,712,207
15.689083,77,57,3888,692,181
15.694417,72,61,3889,700,191
15.69975,84,55,3838,673,205
15.705083,81,48,3854,708,165
15.710417,69,53,3784,695,177
15.71575,72,55,3845,668,174
15.721042,60,60,3900,721,196
15.726375,67,47,3945,650,207
15.731708,68,50,3935,697,199
15.737042,67,50,3963,713,187
15.742375,69,64,3882,665,188
15.747708,70,47,3814,716,194
15.753042,71,53,3790,665,177
15.758333,64,40,3920,661,168
15.763667,60,42,3763,712,194
15.769,68,47,3804,701,200
15.774333,75,50,3840,661,188
15.779667,62,45,3866,664,184
15.785,83,47,3826,646,185
15.790333,72,53,3925,723,214
15.795625,74,49,3726,722,171
15.800958,67,55,3773,701,184
15.806292,67,51,3811,704,178
15.811625,77,47,3780,625,195
15.816958,77,53,3722,630,211
15.822292,75,56,3785,708,169
15.827625,69,61,3778,689,216
15.832958,85,48,3684,699,183
15.83825,60,64,3876,697,170
15.843583,74,47,3733,713,174
15.848917,82,54,3770,684,176
15.85425,67,46,3757,706,180
15.859583,74,47,3880,632,181
15.864917,61,51,3793,669,193
15.87025,67,53,3725,647,193
15.875583,66,50,3745,661,194
15.880875,79,52,3670,628,187
15.886208,71,52,3767,673,209
15.891542,68,61,3783,674,186
15.896875,71,60,3709,642,200
15.902208,68,53,3755,638,190
15.907542,67,58,3810,728,174
15.912875,73,47,3796,657,205
15.918167,71,62,3778,645,199
15.9235,71,44,3823,675,197
15.928833,64,48,3665,651,189
15.934167,66,60,3799,664,171
15.9395,69,46,3858,714,175
15.944833,65,64,3828,677,185
15.950167,71,57,3788,668,191
15.9555,72,55,3814,696,178
15.960792,65,53,3779,661,176
15.966125,67,57,3705,663,169
15.971458,62,46,3840,639,201
15.976792,81,53,3717,652,163
15.982125,71,60,3818,610,187
15.987458,71,55,3848,697,175
15.992792,73,43,3716,648,199
15.998083,70,49,3746,621,182
16.003417,58,57,3754,637,158
16.00875,66,52,3745,684,166
16.014083,66,47,3755,670,178
16.019417,63,48,3734,653,169
16.02475,60,50,3777,661,164
16.030083,79,54,3686,670,190
16.035417,58,48,3660,689,169
16.040708,63,49,3786,652,196
16.046042,61,49,3704,656,172
16.051375,64,58,3695,652,198
16.056708,69,55,3756,644,178
16.062042,74,57,3730,708,181
16.067375,63,54,3573,684,171
16.072708,74,61,3708,642,191
16.078042,64,49,3683,639,180
16.083333,84,43,3645,624,199
16.088667,65,56,3693,633,151
16.094,63,50,3625,651,158
16.099333,64,57,3649,657,183
16.104667,54,44,3712,624,175
16.11,67,51,3594,655,183
16.115333,70,46,3676,633,171
16.120625,79,53,3676,650,185
16.125958,75,54,3665,614,172
16.131292,68,47,3645,646,178
16.136625,70,53,3538,648,182
16.141958,69,55,3773,603,188
16.147292,68,55,3723,642,202
16.152625,57,55,3713,616,199
16.157917,77,53,3799,615,197
16.16325,65,50,3548,624,194
16.168583,67,48,3572,632,178
16.173917,77,55,3671,653,197
16.17925,65,53,3665,664,181
16.184583,65,60,3715,686,166
16.189917,61,47,3744,624,169
16.19525,64,41,3733,605,193
16.200542,68,57,3746,631,176
16.205875,61,48,3790,625,186
16.211208,65,46,3668,616,209
16.216542,81,58,3590,617,188
16.221875,68,50,3614,680,187
16.227208,69,72,3496,597,185
16.232542,65,53,3686,606,194
16.237875,66,58,3610,643,178
16.243167,84,58,3560,633,186
16.2485,63,55,3667,624,164
16.253833,73,45,3672,621,174
16.259167,62,54,3626,650,152
16.2645,67,45,3604,601,203
16.269833,71,50,3646,633,180
16.275167,64,41,3619,612,192
16.280458,63,45,3670,614,183
16.285792,67,43,3643,623,202
16.291125,55,48,3669,618,190
16.296458,69,56,3596,623,184
16.301792,70,51,3637,668,178
16.307125,61,40,3688,603,187
16.312458,69,51,3612,591,167
16.31775,69,55,3554,588,200
16.323083,67,59,3528,625,187
16.328417,64,52,3694,648,205
16.33375,81,46,3626,625,206
16.339083,74,54,3704,649,184
16.344417,72,45,3699,627,187
16.34975,68,52,3755,653,184
16.355083,55,60,3622,611,189
16.360375,62,45,3486,645,196
16.365708,77,46,3613,639,169
16.371042,61,58,3560,619,168
16.376375,77,61,3565,710,198
16.381708,73,57,3576,634,205
16.387042,75,50,3522,647,217
16.392375,73,51,3543,573,203
16.397708,69,65,3579,601,173
16.403,78,53,3578,647,185
16.408333,87,54,3542,628,168
16.413667,71,52,3605,607,196
16.419,76,54,3629,614,184
16.424333,72,58,3582,621,159
16.429667,69,58,3672,628,165
16.435,72,52,3627,623,192
16.440292,73,60,3513,628,180
16.445625,74,58,3600,599,184
16.450958,72,59,3564,658,184
16.456292,68,56,3647,584,210
16.461625,77,55,3610,615,200
16.466958,70,49,3690,640,179
16.472292,70,59,3493,626,191
16.477583,71,55,3620,598,183
16.482917,79,41,3550,626,175
16.48825,70,42,3614,608,187
16.493583,67,60,3556,641,181
16.498917,81,55,3674,607,162
16.50425,73,60,3563,612,189
16.509583,67,41,3530,647,176
16.514917,84,61,3575,633,192
16.520208,75,58,3507,605,185
16.525542,78,67,3610,618,204
16.530875,74,59,3554,623,176
16.536208,71,63,3490,640,174
16.541542,84,56,3630,607,169
16.546875,62,61,3545,593,173
16.552208,80,49,3508,636,176
16.557542,75,52,3457,658,177
16.562833,79,57,3659,582,176
16.568167,69,55,3532,610,192
16.5735,74,64,3469,612,197
16.578833,72,57,3524,594,182
16.584167,73,58,3640,621,176
16.5895,78,54,3510,617,185
16.594833,63,56,3473,629,175
16.600125,68,56,3396,633,200
16.605458,75,51,3510,593,167
16.610792,65,59,3612,626,196
16.616125,72,56,3588,577,194
16.621458,84,57,3506,590,204
16.626792,76,53,3494,643,193
16.632125,77,57,3536,647,200
16.637417,71,49,3480,597,170
16.64275,68,57,3454,627,171
16.648083,75,53,3502,553,176
16.653417,69,66,3455,607,181
16.65875,73,50,3447,601,172
16.664083,75,47,3579,592,210
16.669417,69,56,3517,634,178
16.67475,70,59,3686,614,198
16.680042,69,62,3448,605,182
16.685375,67,55,3636,608,180
16.690708,81,66,3601,594,166
16.696042,78,57,3522,617,201
16.701375,71,69,3500,613,208
16.706708,75,54,3543,608,188
16.712042,64,60,3419,664,196
16.717375,63,46,3499,644,173
16.722667,56,49,3481,645,198
16.728,83,55,3469,670,188
16.733333,69,54,3515,656,172
16.738667,80,55,3529,647,195
16.744,70,51,3403,626,198
16.749333,80,62,3525,723,186
16.754667,83,61,5351,770,191
16.759958,152,77,7040,950,227
16.765292,139,80,5398,927,189
16.770625,191,61,8138,1059,191
16.775958,907,167,12939,1447,324
16.781292,428,121,9453,1143,288
16.786625,207,74,7807,1127,209
16.791958,215,65,6810,1092,204
16.797292,211,70,10546,1308,195
16.802583,457,129,11788,1473,270
16.807917,317,122,8789,1298,255
16.81325,216,83,7860,1253,233
16.818583,206,78,7495,1245,225
16.823917,152,68,6932,1216,203
16.82925,143,63,6695,1213,219
16.834583,174,71,6913,1311,209
16.839875,129,58,6680,1254,226
16.845208,119,59,6251,1298,194
16.850542,121,63,6085,1232,176
16.855875,119,50,5984,1335,205
16.861208,109,60,5980,1320,189
16.866542,102,61,5630,1290,197
16.871875,83,58,5306,1301,191
16.877208,92,57,5252,1273,201
16.882542,84,65,5008,1302,195
16.887833,82,46,4825,1329,163
16.893167,83,65,5329,1384,166
16.8985,74,61,5158,1383,171
16.903833,88,44,4933,1323,175
16.909167,84,56,4813,1279,175
16.9145,73,49,4832,1301,179
16.919833,78,51,4840,1310,181
16.925125,71,59,4677,1324,183
16.930458,74,64,4765,1342,180
16.935792,79,63,4771,1382,186
16.941125,74,48,4809,1397,176
16.946458,79,52,4709,1361,194
16.951792,85,52,4685,1313,185
16.957125,74,55,4659,1315,173
16.962417,77,51,4733,1328,190
16.96775,72,65,4539,1424,191
16.973083,80,61,4630,1304,187
16.978417,70,47,4531,1297,180
16.98375,78,55,4450,1340,217
16.989083,78,62,4517,1359,196
16.994417,88,68,4398,1361,177
16.999708,82,54,4418,1340,168
17.005042,62,58,4282,1422,162
17.010375,83,41,4506,1504,159
17.015708,71,46,4370,1398,178
17.021042,65,51,4434,1419,176
17.026375,78,45,4386,1412,161
17.031708,76,54,4355,1516,183
17.037042,68,57,4369,1413,181
17.042375,74,50,4326,1492,168
17.047667,64,51,4034,1438,176
17.053,68,51,4033,1485,195
17.058333,56,63,4325,1407,161
17.063667,61,53,4249,1474,176
17.069,69,60,4240,1396,183
17.074333,68,61,4242,1464,159
17.079667,66,44,4290,1508,173
17.084958,86,43,4237,1423,180
17.090292,63,51,4192,1489,169
17.095625,71,35,4198,1452,168
17.100958,73,60,4064,1417,198
17.106292,63,48,4166,1459,201
17.111625,66,56,4148,1464,179
17.116958,73,53,4003,1423,170
17.12225,67,61,4164,1451,163
17.127583,73,59,4097,1380,170
17.132917,73,50,3972,1439,201
17.13825,68,40,3989,1464,180
17.143583,81,48,4187,1488,167
17.148917,67,55,4151,1468,165
17.15425,73,58,4019,1455,185
17.159542,65,58,4027,1445,177
17.164875,77,42,4027,1459,160
17.170208,61,50,4152,1469,163
17.175542,70,53,4192,1459,158
17.180875,65,44,4209,1451,191
17.186208,72,45,4085,1450,165
17.191542,66,41,4249,1492,163
17.196875,71,51,4216,1499,164
17.202167,71,56,4193,1478,187
17.2075,57,56,4087,1563,154
17.212833,54,46,4132,1486,151
17.218167,58,49,4034,1472,154
17.2235,65,63,4059,1454,203
17.228833,63,55,3937,1399,143
17.234167,59,54,3925,1407,168
17.2395,70,39,3943,1460,186
17.244792,64,48,4012,1424,163
17.250125,68,53,4025,1509,171
17.255458,64,54,3866,1433,180
17.260792,78,50,3976,1511,175
17.266125,85,49,3856,1425,180
17.271458,64,41,3775,1390,193
17.276792,82,43,3820,1436,175
17.282083,64,46,3984,1477,167
17.287417,57,48,4016,1401,173
17.29275,61,59,3986,1404,172
17.298083,57,43,4006,1459,159
17.303417,56,36,3922,1436,162
17.30875,63,39,3856,1424,158
17.314083,69,34,3935,1463,167
17.319375,63,37,4036,1475,154
17.324708,74,38,3925,1464,171
17.330042,72,52,3984,1431,171
17.335375,65,50,3805,1464,173
17.340708,69,51,3714,1430,169
17.346042,64,44,3795,1391,165
17.351375,65,48,3869,1418,167
17.356708,72,45,3825,1453,177
17.362042,64,51,3773,1434,182
17.367333,74,40,3876,1385,187
17.372667,62,40,3940,1364,168
17.378,74,60,3798,1376,159
17.383333,59,46,3894,1385,170
17.388667,60,43,3827,1373,161
17.394,64,51,3717,1438,160
17.399333,70,41,3795,1407,184
17.404625,72,53,3850,1414,174
17.409958,76,37,3895,1368,170
17.415292,75,41,3727,1337,162
17.420625,62,50,3834,1378,177
17.425958,62,35,3666,1374,168
17.431292,65,45,3832,1474,162
17.436625,59,38,3718,1319,160
17.441917,62,35,3846,1328,161
17.44725,59,44,3748,1348,166
17.452583,70,42,3870,1410,159
17.457917,62,39,3769,1373,173
17.46325,60,46,3766,1385,153
17.468583,63,43,3772,1444,165
17.473917,59,41,4090,1382,191
17.479208,58,44,4253,1363,153
17.484542,57,41,3831,1347,170
17.489875,74,36,3974,1407,188
17.495208,64,55,3787,1490,151
17.500542,70,45,4124,1450,164
17.505875,64,41,4128,1403,159
17.511208,61,70,4293,1515,169
17.516542,59,54,4368,1497,163
17.521875,60,31,4472,1405,151
17.527167,69,44,4467,1378,159
17.5325,68,44,4211,1474,190
17.537833,63,49,4333,1411,173
17.543167,69,52,4063,1430,210
17.5485,69,50,4135,1440,172
17.553833,75,45,4064,1473,178
17.559167,54,49,4029,1570,159
17.564458,65,56,4195,1475,163
17.569792,63,46,4237,1433,168
17.575125,63,51,4109,1459,166
17.580458,66,46,4046,1410,141
17.585792,59,46,4174,1469,143
17.591125,54,67,4240,1440,146
17.596458,64,46,4029,1453,173
17.60175,66,44,4003,1431,148
17.607083,72,53,4261,1485,142
17.612417,80,48,4130,1448,177
17.61775,69,48,4093,1494,179
17.623083,72,53,3991,1482,172
17.628417,76,54,4058,1410,193
17.63375,79,45,4246,1491,188
17.639083,67,54,4337,1534,184
17.644375,76,46,4260,1400,182
17.649708,70,52,4279,1451,184
17.655042,63,50,4254,1424,180
17.660375,71,52,4327,1428,195
17.665708,51,46,4357,1439,160
17.671042,65,44,4198,1480,163
17.676375,67,38,4233,1490,165
17.681708,74,50,4272,1473,163
17.687,72,47,4178,1383,153
17.692333,65,36,4208,1430,187
17.697667,69,41,4208,1388,161
17.703,66,53,4340,1500,177
17.708333,81,47,4476,1446,175
17.713667,80,48,4609,1480,181
17.719,61,41,4240,1520,195
17.724292,87,44,4470,1518,176
17.729625,66,44,4436,1549,144
17.734958,72,44,4491,1528,185
17.740292,62,51,4441,1506,172
17.745625,77,49,4421,1498,166
17.750958,65,48,4543,1542,159
17.756292,75,47,4638,1493,163
17.761625,76,49,4719,1510,174
17.766917,63,56,4506,1489,161
17.77225,70,43,4672,1523,195
17.777583,68,61,4801,1492,197
17.782917,70,61,4949,1569,192
17.78825,70,42,4961,1544,175
17.793583,62,63,5062,1482,161
17.798917,67,60,5008,1544,163
17.804208,75,44,5010,1570,176
17.809542,62,43,4984,1513,195
17.814875,67,53,4724,1509,199
17.820208,69,57,4751,1518,194
17.825542,68,59,4683,1572,163
17.830875,55,60,4449,1546,158
17.836208,55,43,4550,1548,164
17.841542,75,43,4780,1535,164
17.846833,65,50,4615,1481,164
17.852167,60,45,4811,1593,174
17.8575,60,49,4601,1503,168
17.862833,63,52,4776,1558,159
17.868167,54,32,4670,1514,168
17.8735,70,39,4649,1533,161
17.878833,74,45,4595,1522,154
17.884167,63,37,4471,1429,181
17.889458,65,59,4809,1453,176
17.894792,62,50,4702,1457,174
17.900125,70,58,4687,1520,175
17.905458,63,45,4658,1513,176
17.910792,61,45,4589,1499,182
17.916125,66,53,4508,1480,163
17.921458,64,51,4527,1515,183
17.92675,63,56,4856,1533,164
17.932083,66,47,4787,1492,174
17.937417,63,43,4607,1559,189
17.94275,73,48,4646,1501,166
17.948083,66,54,4806,1504,182
17.953417,75,41,4925,1550,164
17.95875,71,51,4700,1572,172
17.964042,70,51,4721,1475,164
17.969375,70,52,4809,1514,152
17.974708,63,44,4831,1470,154
17.980042,69,58,4873,1515,167
17.985375,75,41,4681,1562,163
17.990708,82,67,4794,1460,181
17.996042,59,47,4758,1526,151
18.001375,71,45,4985,1493,200
18.006708,69,52,4866,1487,171
18.012,66,54,4748,1488,169
18.017333,75,45,4721,1533,183
18.022667,73,40,4610,1475,177
18.028,68,35,4772,1484,171
18.033333,76,44,4788,1476,202
18.038667,69,41,4757,1516,191
18.044,80,53,4714,1533,160
18.049292,75,54,4785,1549,178
18.054625,68,55,4775,1550,202
18.059958,68,57,4703,1519,169
18.065292,73,48,4925,1471,178
18.070625,69,46,4625,1433,180
18.075958,70,48,4654,1561,161
18.081292,78,48,4696,1579,173
18.086583,74,43,4796,1515,168
18.091917,66,42,5037,1479,191
18.09725,75,50,5600,1567,179
18.102583,68,53,5779,1537,164
18.107917,72,46,5370,1633,162
18.11325,70,48,5025,1524,137
18.118583,57,45,5260,1493,170
18.123875,77,54,4889,1504,170
18.129208,63,55,5020,1510,183
18.134542,60,51,4885,1539,187
18.139875,69,47,4906,1520,160
18.145208,77,52,4979,1592,192
18.150542,75,60,4773,1536,176
18.155875,78,50,4980,1574,170
18.161208,69,55,5130,1575,172
18.1665,74,60,5540,1638,174
18.171833,66,60,5156,1575,176
18.177167,68,50,4997,1562,167
18.1825,75,62,5027,1572,191
18.187833,78,59,4964,1601,163
18.193167,74,52,4885,1494,160
18.1985,72,49,4750,1516,182
18.203833,88,51,4912,1492,190
18.209125,73,55,4970,1504,191
18.214458,64,56,5010,1525,169
18.219792,67,53,4856,1533,186
18.225125,68,55,5098,1494,149
18.230458,65,55,5090,1528,163
18.235792,68,55,4972,1594,178
18.241125,69,51,4888,1519,179
18.246417,65,43,4815,1505,177
18.25175,76,39,4801,1542,171
18.257083,66,49,4896,1485,161
18.262417,72,55,4908,1438,188
18.26775,73,50,5006,1449,188
18.273083,78,44,4804,1529,204
18.278417,62,56,5036,1485,181
