MINS_ELAPSED,MZ85_MZ283,MZ85_MZ283_MIN,MZ85_MZ283_MAX
121.0,0.03759587497381073,0.02057368765614917,0.06437915603859143
122.0,0.0373712981767794,0.020370975906488693,0.06421149915610089
123.0,0.03714816153351805,0.020170261492887788,0.06404427889029025
124.0,0.03692645524637091,0.019971524734172325,0.06387749410674318
125.0,0.036706169586195096,0.019774746141095704,0.06371114367425347
126.0,0.036487294895647476,0.01957990641408847,0.06354522646482513
127.0,0.036269821587139324,0.019386986441007913,0.0633797413536723
128.0,0.03605374014116671,0.01919596729488767,0.06321468721921926
129.0,0.03583904110689087,0.01900683023168735,0.06305006294310046
130.0,0.03562571509862119,0.018819556688042118,0.06288586741016056
131.0,0.03541375279916616,0.018634128339654082,0.06272209949966728
132.0,0.035203144956925045,0.01845052693802341,0.06255875806646839
133.0,0.034993882385321654,0.018268734578703556,0.06239584199630872
134.0,0.03478595596410061,0.018088733434999275,0.06223335018122378
135.0,0.03457935663683032,0.017910505855635913,0.0620712815162581
136.0,0.0343740754118332,0.017734034362578522,0.061909634899465146
137.0,0.03417010335976308,0.017559301648874526,0.06174840923190737
138.0,0.03396743161513512,0.017386290576519983,0.06158760341765618
139.0,0.033766051376272505,0.0172149841743494,0.06142721636379192
140.0,0.03356595390365357,0.017045365635949116,0.06126724698040394
141.0,0.03336713052139255,0.016877418317594258,0.06110769418059054
142.0,0.03316957261425982,0.016711125738780468,0.060948556880458964
143.0,0.032973271628585335,0.016546471642234273,0.060789833999125444
